"highTeam","season","lowTeam","id","pred","lowTeamSeed","highTeamSeed","lowSeed","highSeed","lowTeamWins","lowTeamLosses","highTeamWins","highTeamLosses","lowTeamWinRate","highTeamWinRate","lhWinDiff","winalgo","pred.lhWinDiff"
"512","N","509","N_509_512",0.5625,"W14","X06","14","06",24,7,24,9,0.774193548387097,0.727272727272727,0.0469208211143695,0.5625,0.546920821114369
"512","N","506","N_506_512",0.454545454545455,"Y16a","X06","16","06",20,9,24,9,0.689655172413793,0.727272727272727,-0.0376175548589341,0.454545454545455,0.462382445141066
"512","N","511","N_511_512",0.354037267080745,"Y12","X06","12","06",19,13,24,9,0.59375,0.727272727272727,-0.133522727272727,0.354037267080745,0.366477272727273
"513","P","503","P_503_513",0.633093525179856,"Z15","Y16a","15","16",22,12,17,16,0.647058823529412,0.515151515151515,0.131907308377897,0.633093525179856,0.631907308377897
"513","P","511","P_511_513",0.784029038112523,"X05","Y16a","05","16",27,7,17,16,0.794117647058823,0.515151515151515,0.278966131907308,0.784029038112523,0.778966131907308
"513","P","506","P_506_513",0.453686200378072,"W16a","Y16a","16","16",15,17,17,16,0.46875,0.515151515151515,-0.0464015151515151,0.453686200378072,0.453598484848485
"521","O","514","O_514_521",0.248434237995825,"X16a","X03","16","03",17,15,24,7,0.53125,0.774193548387097,-0.242943548387097,0.248434237995825,0.257056451612903
"521","Q","504","Q_504_521",0.339491916859123,"X09","Y03","09","03",21,11,26,7,0.65625,0.787878787878788,-0.131628787878788,0.339491916859123,0.368371212121212
"522","P","511","P_511_522",0.339622641509434,"X05","Y13","05","13",27,7,30,4,0.794117647058823,0.882352941176471,-0.0882352941176471,0.339622641509434,0.411764705882353
"522","P","506","P_506_522",0.105263157894737,"W16a","Y13","16","13",15,17,30,4,0.46875,0.882352941176471,-0.413602941176471,0.105263157894737,0.0863970588235294
"522","P","503","P_503_522",0.196428571428572,"Z15","Y13","15","13",22,12,30,4,0.647058823529412,0.882352941176471,-0.235294117647059,0.196428571428572,0.264705882352941
"522","P","513","P_513_522",0.124087591240876,"Y16a","Y13","16","13",17,16,30,4,0.515151515151515,0.882352941176471,-0.367201426024955,0.124087591240876,0.132798573975045
"522","Q","504","Q_504_522",0.339491916859123,"X09","X14","09","14",21,11,26,7,0.65625,0.787878787878788,-0.131628787878788,0.339491916859123,0.368371212121212
"522","Q","521","Q_521_522",0.5,"Y03","X14","03","14",26,7,26,7,0.787878787878788,0.787878787878788,0,0.5,0.5
"522","R","503","R_503_522",0.510204081632653,"X12","Z11","12","11",25,6,24,6,0.806451612903226,0.8,0.00645161290322571,0.510204081632653,0.506451612903226
"522","R","507","R_507_522",0.375,"Y15","Z11","15","11",24,10,24,6,0.705882352941177,0.8,-0.0941176470588235,0.375,0.405882352941176
"522","R","511","R_511_522",0.471698113207547,"Z06","Z11","06","11",25,7,24,6,0.78125,0.8,-0.01875,0.471698113207547,0.48125
"524","N","506","N_506_524",0.446927374301676,"Y16a","W15","16","15",20,9,22,8,0.689655172413793,0.733333333333333,-0.0436781609195401,0.446927374301676,0.45632183908046
"524","N","512","N_512_524",0.492307692307693,"X06","W15","06","15",24,9,22,8,0.727272727272727,0.733333333333333,-0.00606060606060599,0.492307692307693,0.493939393939394
"524","N","509","N_509_524",0.554913294797688,"W14","W15","14","15",24,7,22,8,0.774193548387097,0.733333333333333,0.0408602150537635,0.554913294797688,0.540860215053763
"524","N","503","N_503_524",0.4,"X13","W15","13","15",22,12,22,8,0.647058823529412,0.733333333333333,-0.0862745098039215,0.4,0.413725490196079
"524","N","511","N_511_524",0.34703196347032,"Y12","W15","12","15",19,13,22,8,0.59375,0.733333333333333,-0.139583333333333,0.34703196347032,0.360416666666667
"526","R","522","R_522_526",0.677966101694915,"Z11","Z13a","11","13",24,6,19,10,0.8,0.655172413793103,0.144827586206897,0.677966101694915,0.644827586206897
"526","R","507","R_507_526",0.558139534883721,"Y15","Z13a","15","13",24,10,19,10,0.705882352941177,0.655172413793103,0.0507099391480731,0.558139534883721,0.550709939148073
"526","R","511","R_511_526",0.652741514360313,"Z06","Z13a","06","13",25,7,19,10,0.78125,0.655172413793103,0.126077586206897,0.652741514360313,0.626077586206897
"526","R","503","R_503_526",0.686813186813187,"X12","Z13a","12","13",25,6,19,10,0.806451612903226,0.655172413793103,0.151279199110122,0.686813186813187,0.651279199110122
"527","N","524","N_524_527",0.578947368421053,"W15","Y07","15","07",22,8,22,11,0.733333333333333,0.666666666666667,0.0666666666666667,0.578947368421053,0.566666666666667
"527","N","512","N_512_527",0.571428571428571,"X06","Y07","06","07",24,9,22,11,0.727272727272727,0.666666666666667,0.0606060606060607,0.571428571428571,0.560606060606061
"527","N","511","N_511_527",0.422222222222222,"Y12","Y07","12","07",19,13,22,11,0.59375,0.666666666666667,-0.0729166666666666,0.422222222222222,0.427083333333333
"527","N","506","N_506_527",0.526315789473684,"Y16a","Y07","16","07",20,9,22,11,0.689655172413793,0.666666666666667,0.0229885057471265,0.526315789473684,0.522988505747127
"527","N","509","N_509_527",0.631578947368421,"W14","Y07","14","07",24,7,22,11,0.774193548387097,0.666666666666667,0.10752688172043,0.631578947368421,0.60752688172043
"527","N","503","N_503_527",0.478260869565217,"X13","Y07","13","07",22,12,22,11,0.647058823529412,0.666666666666667,-0.0196078431372548,0.478260869565217,0.480392156862745
"528","P","522","P_522_528",0.822784810126582,"Y13","Z16","13","16",30,4,21,13,0.882352941176471,0.617647058823529,0.264705882352941,0.822784810126582,0.764705882352941
"528","P","503","P_503_528",0.531598513011153,"Z15","Z16","15","16",22,12,21,13,0.647058823529412,0.617647058823529,0.0294117647058824,0.531598513011153,0.529411764705882
"528","P","506","P_506_528",0.353260869565217,"W16a","Z16","16","16",15,17,21,13,0.46875,0.617647058823529,-0.148897058823529,0.353260869565217,0.351102941176471
"528","P","513","P_513_528",0.396768402154399,"Y16a","Z16","16","16",17,16,21,13,0.515151515151515,0.617647058823529,-0.102495543672014,0.396768402154399,0.397504456327986
"528","P","511","P_511_528",0.704819277108434,"X05","Z16","05","16",27,7,21,13,0.794117647058823,0.617647058823529,0.176470588235294,0.704819277108434,0.676470588235294
"533","P","506","P_506_533",0.220183486238532,"W16a","X14","16","14",15,17,25,8,0.46875,0.757575757575758,-0.288825757575758,0.220183486238532,0.211174242424242
"533","P","503","P_503_533",0.369747899159664,"Z15","X14","15","14",22,12,25,8,0.647058823529412,0.757575757575758,-0.110516934046346,0.369747899159664,0.389483065953654
"533","P","522","P_522_533",0.705882352941177,"Y13","X14","13","14",30,4,25,8,0.882352941176471,0.757575757575758,0.124777183600713,0.705882352941177,0.624777183600713
"533","P","513","P_513_533",0.253731343283582,"Y16a","X14","16","14",17,16,25,8,0.515151515151515,0.757575757575758,-0.242424242424242,0.253731343283582,0.257575757575758
"533","P","511","P_511_533",0.552429667519181,"X05","X14","05","14",27,7,25,8,0.794117647058823,0.757575757575758,0.0365418894830659,0.552429667519181,0.536541889483066
"533","P","528","P_528_533",0.340770791075051,"Z16","X14","16","14",21,13,25,8,0.617647058823529,0.757575757575758,-0.139928698752228,0.340770791075051,0.360071301247772
"533","R","503","R_503_533",0.435540069686411,"X12","W11","12","11",25,6,27,5,0.806451612903226,0.84375,-0.0372983870967742,0.435540069686411,0.462701612903226
"533","R","511","R_511_533",0.398089171974522,"Z06","W11","06","11",25,7,27,5,0.78125,0.84375,-0.0625,0.398089171974522,0.4375
"533","R","526","R_526_533",0.26027397260274,"Z13a","W11","13","11",19,10,27,5,0.655172413793103,0.84375,-0.188577586206897,0.26027397260274,0.311422413793103
"533","R","507","R_507_533",0.307692307692308,"Y15","W11","15","11",24,10,27,5,0.705882352941177,0.84375,-0.137867647058823,0.307692307692308,0.362132352941177
"533","R","522","R_522_533",0.425531914893617,"Z11","W11","11","11",24,6,27,5,0.8,0.84375,-0.04375,0.425531914893617,0.45625
"535","N","509","N_509_535",0.406779661016949,"W14","X09","14","09",24,7,25,5,0.774193548387097,0.833333333333333,-0.0591397849462366,0.406779661016949,0.440860215053763
"535","N","512","N_512_535",0.347826086956522,"X06","X09","06","09",24,9,25,5,0.727272727272727,0.833333333333333,-0.106060606060606,0.347826086956522,0.393939393939394
"535","N","506","N_506_535",0.307692307692308,"Y16a","X09","16","09",20,9,25,5,0.689655172413793,0.833333333333333,-0.14367816091954,0.307692307692308,0.35632183908046
"535","N","503","N_503_535",0.268292682926829,"X13","X09","13","09",22,12,25,5,0.647058823529412,0.833333333333333,-0.186274509803922,0.268292682926829,0.313725490196078
"535","N","511","N_511_535",0.226190476190476,"Y12","X09","12","09",19,13,25,5,0.59375,0.833333333333333,-0.239583333333333,0.226190476190476,0.260416666666667
"535","N","527","N_527_535",0.285714285714286,"Y07","X09","07","09",22,11,25,5,0.666666666666667,0.833333333333333,-0.166666666666667,0.285714285714286,0.333333333333333
"535","N","524","N_524_535",0.354838709677419,"W15","X09","15","09",22,8,25,5,0.733333333333333,0.833333333333333,-0.1,0.354838709677419,0.4
"535","O","514","O_514_535",0.139344262295082,"X16a","Z05","16","05",17,15,28,4,0.53125,0.875,-0.34375,0.139344262295082,0.15625
"535","O","521","O_521_535",0.328767123287671,"X03","Z05","03","05",24,7,28,4,0.774193548387097,0.875,-0.100806451612903,0.328767123287671,0.399193548387097
"535","P","503","P_503_535",0.428571428571428,"Z15","Y08","15","08",22,12,22,9,0.647058823529412,0.709677419354839,-0.0626185958254269,0.428571428571428,0.437381404174573
"535","P","513","P_513_535",0.302970297029703,"Y16a","Y08","16","08",17,16,22,9,0.515151515151515,0.709677419354839,-0.194525904203324,0.302970297029703,0.305474095796676
"535","P","533","P_533_535",0.561097256857855,"X14","Y08","14","08",25,8,22,9,0.757575757575758,0.709677419354839,0.0478983382209188,0.561097256857855,0.547898338220919
"535","P","511","P_511_535",0.612090680100755,"X05","Y08","05","08",27,7,22,9,0.794117647058823,0.709677419354839,0.0844402277039847,0.612090680100755,0.584440227703985
"535","P","528","P_528_535",0.397894736842105,"Z16","Y08","16","08",21,13,22,9,0.617647058823529,0.709677419354839,-0.0920303605313093,0.397894736842105,0.407969639468691
"535","P","522","P_522_535",0.754189944134078,"Y13","Y08","13","08",30,4,22,9,0.882352941176471,0.709677419354839,0.172675521821632,0.754189944134078,0.672675521821632
"535","P","506","P_506_535",0.265225933202357,"W16a","Y08","16","08",15,17,22,9,0.46875,0.709677419354839,-0.240927419354839,0.265225933202357,0.259072580645161
"535","R","507","R_507_535",0.434389140271493,"Y15","W06","15","06",24,10,25,8,0.705882352941177,0.757575757575758,-0.0516934046345811,0.434389140271493,0.448306595365419
"535","R","526","R_526_535",0.378109452736318,"Z13a","W06","13","06",19,10,25,8,0.655172413793103,0.757575757575758,-0.102403343782654,0.378109452736318,0.397596656217346
"535","R","511","R_511_535",0.533333333333333,"Z06","W06","06","06",25,7,25,8,0.78125,0.757575757575758,0.0236742424242424,0.533333333333333,0.523674242424242
"535","R","533","R_533_535",0.633431085043988,"W11","W06","11","06",27,5,25,8,0.84375,0.757575757575758,0.0861742424242424,0.633431085043988,0.586174242424242
"535","R","522","R_522_535",0.56140350877193,"Z11","W06","11","06",24,6,25,8,0.8,0.757575757575758,0.0424242424242425,0.56140350877193,0.542424242424242
"535","R","503","R_503_535",0.571428571428571,"X12","W06","12","06",25,6,25,8,0.806451612903226,0.757575757575758,0.0488758553274682,0.571428571428571,0.548875855327468
"536","N","524","N_524_536",0.445086705202312,"W15","Z08","15","08",22,8,24,7,0.733333333333333,0.774193548387097,-0.0408602150537635,0.445086705202312,0.459139784946237
"536","N","527","N_527_536",0.368421052631579,"Y07","Z08","07","08",22,11,24,7,0.666666666666667,0.774193548387097,-0.10752688172043,0.368421052631579,0.39247311827957
"536","N","506","N_506_536",0.393258426966292,"Y16a","Z08","16","08",20,9,24,7,0.689655172413793,0.774193548387097,-0.0845383759733036,0.393258426966292,0.415461624026696
"536","N","509","N_509_536",0.5,"W14","Z08","14","08",24,7,24,7,0.774193548387097,0.774193548387097,0,0.5,0.5
"536","N","511","N_511_536",0.298876404494382,"Y12","Z08","12","08",19,13,24,7,0.59375,0.774193548387097,-0.180443548387097,0.298876404494382,0.319556451612903
"536","N","512","N_512_536",0.4375,"X06","Z08","06","08",24,9,24,7,0.727272727272727,0.774193548387097,-0.0469208211143695,0.4375,0.453079178885631
"536","N","503","N_503_536",0.34841628959276,"X13","Z08","13","08",22,12,24,7,0.647058823529412,0.774193548387097,-0.127134724857685,0.34841628959276,0.372865275142315
"536","N","535","N_535_536",0.593220338983051,"X09","Z08","09","08",25,5,24,7,0.833333333333333,0.774193548387097,0.0591397849462366,0.593220338983051,0.559139784946237
"536","O","514","O_514_536",0.168316831683168,"X16a","Z07","16","07",17,15,28,5,0.53125,0.848484848484849,-0.317234848484849,0.168316831683168,0.182765151515151
"536","O","535","O_535_536",0.555555555555555,"Z05","Z07","05","07",28,4,28,5,0.875,0.848484848484849,0.0265151515151515,0.555555555555555,0.526515151515151
"536","O","521","O_521_536",0.379746835443038,"X03","Z07","03","07",24,7,28,5,0.774193548387097,0.848484848484849,-0.0742913000977518,0.379746835443038,0.425708699902248
"536","P","535","P_535_536",0.252148997134671,"Y08","Y03","08","03",22,9,29,4,0.709677419354839,0.878787878787879,-0.16911045943304,0.252148997134671,0.33088954056696
"536","P","503","P_503_536",0.201834862385321,"Z15","Y03","15","03",22,12,29,4,0.647058823529412,0.878787878787879,-0.231729055258467,0.201834862385321,0.268270944741533
"536","P","506","P_506_536",0.108499095840868,"W16a","Y03","16","03",15,17,29,4,0.46875,0.878787878787879,-0.410037878787879,0.108499095840868,0.0899621212121212
"536","P","511","P_511_536",0.347266881028939,"X05","Y03","05","03",27,7,29,4,0.794117647058823,0.878787878787879,-0.0846702317290553,0.347266881028939,0.415329768270945
"536","P","513","P_513_536",0.12781954887218,"Y16a","Y03","16","03",17,16,29,4,0.515151515151515,0.878787878787879,-0.363636363636364,0.12781954887218,0.136363636363636
"536","P","522","P_522_536",0.508474576271186,"Y13","Y03","13","03",30,4,29,4,0.882352941176471,0.878787878787879,0.00356506238859178,0.508474576271186,0.503565062388592
"536","P","528","P_528_536",0.182212581344902,"Z16","Y03","16","03",21,13,29,4,0.617647058823529,0.878787878787879,-0.261140819964349,0.182212581344902,0.238859180035651
"536","P","533","P_533_536",0.301204819277109,"X14","Y03","14","03",25,8,29,4,0.757575757575758,0.878787878787879,-0.121212121212121,0.301204819277109,0.378787878787879
"536","Q","504","Q_504_536",0.399049881235154,"X09","Z14a","09","14",21,11,23,8,0.65625,0.741935483870968,-0.0856854838709677,0.399049881235154,0.414314516129032
"536","Q","521","Q_521_536",0.563685636856369,"Y03","Z14a","03","14",26,7,23,8,0.787878787878788,0.741935483870968,0.0459433040078201,0.563685636856369,0.54594330400782
"536","Q","522","Q_522_536",0.563685636856369,"X14","Z14a","14","14",26,7,23,8,0.787878787878788,0.741935483870968,0.0459433040078201,0.563685636856369,0.54594330400782
"539","N","535","N_535_539",0.694444444444444,"X09","Z07","09","07",25,5,22,10,0.833333333333333,0.6875,0.145833333333333,0.694444444444444,0.645833333333333
"539","N","511","N_511_539",0.399159663865546,"Y12","Z07","12","07",19,13,22,10,0.59375,0.6875,-0.09375,0.399159663865546,0.40625
"539","N","506","N_506_539",0.50251256281407,"Y16a","Z07","16","07",20,9,22,10,0.689655172413793,0.6875,0.00215517241379315,0.50251256281407,0.502155172413793
"539","N","527","N_527_539",0.476190476190476,"Y07","Z07","07","07",22,11,22,10,0.666666666666667,0.6875,-0.0208333333333334,0.476190476190476,0.479166666666667
"539","N","524","N_524_539",0.555555555555555,"W15","Z07","15","07",22,8,22,10,0.733333333333333,0.6875,0.0458333333333333,0.555555555555555,0.545833333333333
"539","N","503","N_503_539",0.454545454545455,"X13","Z07","13","07",22,12,22,10,0.647058823529412,0.6875,-0.0404411764705882,0.454545454545455,0.459558823529412
"539","N","512","N_512_539",0.547945205479452,"X06","Z07","06","07",24,9,22,10,0.727272727272727,0.6875,0.0397727272727273,0.547945205479452,0.539772727272727
"539","N","536","N_536_539",0.609137055837563,"Z08","Z07","08","07",24,7,22,10,0.774193548387097,0.6875,0.0866935483870968,0.609137055837563,0.586693548387097
"539","N","509","N_509_539",0.609137055837563,"W14","Z07","14","07",24,7,22,10,0.774193548387097,0.6875,0.0866935483870968,0.609137055837563,0.586693548387097
"539","O","535","O_535_539",0.752688172043011,"Z05","X08","05","08",28,4,23,10,0.875,0.696969696969697,0.178030303030303,0.752688172043011,0.678030303030303
"539","O","521","O_521_539",0.598503740648379,"X03","X08","03","08",24,7,23,10,0.774193548387097,0.696969696969697,0.0772238514173997,0.598503740648379,0.5772238514174
"539","O","514","O_514_539",0.330097087378641,"X16a","X08","16","08",17,15,23,10,0.53125,0.696969696969697,-0.165719696969697,0.330097087378641,0.334280303030303
"539","O","536","O_536_539",0.708860759493671,"Z07","X08","07","08",28,5,23,10,0.848484848484849,0.696969696969697,0.151515151515151,0.708860759493671,0.651515151515151
"539","Q","522","Q_522_539",0.582089552238806,"X14","X12a","14","12",26,7,24,9,0.787878787878788,0.727272727272727,0.0606060606060606,0.582089552238806,0.560606060606061
"539","Q","521","Q_521_539",0.582089552238806,"Y03","X12a","03","12",26,7,24,9,0.787878787878788,0.727272727272727,0.0606060606060606,0.582089552238806,0.560606060606061
"539","Q","504","Q_504_539",0.417218543046358,"X09","X12a","09","12",21,11,24,9,0.65625,0.727272727272727,-0.0710227272727273,0.417218543046358,0.428977272727273
"539","Q","536","Q_536_539",0.518796992481203,"Z14a","X12a","14","12",23,8,24,9,0.741935483870968,0.727272727272727,0.0146627565982405,0.518796992481203,0.51466275659824
"539","R","507","R_507_539",0.568965517241379,"Y15","W12","15","12",24,10,20,11,0.705882352941177,0.645161290322581,0.0607210626185959,0.568965517241379,0.560721062618596
"539","R","511","R_511_539",0.662650602409639,"Z06","W12","06","12",25,7,20,11,0.78125,0.645161290322581,0.136088709677419,0.662650602409639,0.636088709677419
"539","R","535","R_535_539",0.632183908045977,"W06","W12","06","12",25,8,20,11,0.757575757575758,0.645161290322581,0.112414467253177,0.632183908045977,0.612414467253177
"539","R","503","R_503_539",0.696202531645569,"X12","W12","12","12",25,6,20,11,0.806451612903226,0.645161290322581,0.161290322580645,0.696202531645569,0.661290322580645
"539","R","526","R_526_539",0.511002444987775,"Z13a","W12","13","12",19,10,20,11,0.655172413793103,0.645161290322581,0.0100111234705228,0.511002444987775,0.510011123470523
"539","R","533","R_533_539",0.748110831234257,"W11","W12","11","12",27,5,20,11,0.84375,0.645161290322581,0.198588709677419,0.748110831234257,0.698588709677419
"539","R","522","R_522_539",0.6875,"Z11","W12","11","12",24,6,20,11,0.8,0.645161290322581,0.154838709677419,0.6875,0.654838709677419
"547","N","535","N_535_547",0.833333333333333,"X09","Z16","09","16",25,5,16,16,0.833333333333333,0.5,0.333333333333333,0.833333333333333,0.833333333333333
"547","N","509","N_509_547",0.774193548387097,"W14","Z16","14","16",24,7,16,16,0.774193548387097,0.5,0.274193548387097,0.774193548387097,0.774193548387097
"547","N","539","N_539_547",0.6875,"Z07","Z16","07","16",22,10,16,16,0.6875,0.5,0.1875,0.6875,0.6875
"547","N","506","N_506_547",0.689655172413793,"Y16a","Z16","16","16",20,9,16,16,0.689655172413793,0.5,0.189655172413793,0.689655172413793,0.689655172413793
"547","N","536","N_536_547",0.774193548387097,"Z08","Z16","08","16",24,7,16,16,0.774193548387097,0.5,0.274193548387097,0.774193548387097,0.774193548387097
"547","N","503","N_503_547",0.647058823529412,"X13","Z16","13","16",22,12,16,16,0.647058823529412,0.5,0.147058823529412,0.647058823529412,0.647058823529412
"547","N","524","N_524_547",0.733333333333333,"W15","Z16","15","16",22,8,16,16,0.733333333333333,0.5,0.233333333333333,0.733333333333333,0.733333333333333
"547","N","527","N_527_547",0.666666666666667,"Y07","Z16","07","16",22,11,16,16,0.666666666666667,0.5,0.166666666666667,0.666666666666667,0.666666666666667
"547","N","512","N_512_547",0.727272727272727,"X06","Z16","06","16",24,9,16,16,0.727272727272727,0.5,0.227272727272727,0.727272727272727,0.727272727272727
"547","N","511","N_511_547",0.59375,"Y12","Z16","12","16",19,13,16,16,0.59375,0.5,0.09375,0.59375,0.59375
"549","P","511","P_511_549",0.552429667519181,"X05","X06","05","06",27,7,25,8,0.794117647058823,0.757575757575758,0.0365418894830659,0.552429667519181,0.536541889483066
"549","P","522","P_522_549",0.705882352941177,"Y13","X06","13","06",30,4,25,8,0.882352941176471,0.757575757575758,0.124777183600713,0.705882352941177,0.624777183600713
"549","P","533","P_533_549",0.5,"X14","X06","14","06",25,8,25,8,0.757575757575758,0.757575757575758,0,0.5,0.5
"549","P","536","P_536_549",0.698795180722892,"Y03","X06","03","06",29,4,25,8,0.878787878787879,0.757575757575758,0.121212121212121,0.698795180722892,0.621212121212121
"549","P","528","P_528_549",0.340770791075051,"Z16","X06","16","06",21,13,25,8,0.617647058823529,0.757575757575758,-0.139928698752228,0.340770791075051,0.360071301247772
"549","P","506","P_506_549",0.220183486238532,"W16a","X06","16","06",15,17,25,8,0.46875,0.757575757575758,-0.288825757575758,0.220183486238532,0.211174242424242
"549","P","513","P_513_549",0.253731343283582,"Y16a","X06","16","06",17,16,25,8,0.515151515151515,0.757575757575758,-0.242424242424242,0.253731343283582,0.257575757575758
"549","P","503","P_503_549",0.369747899159664,"Z15","X06","15","06",22,12,25,8,0.647058823529412,0.757575757575758,-0.110516934046346,0.369747899159664,0.389483065953654
"549","P","535","P_535_549",0.438902743142145,"Y08","X06","08","06",22,9,25,8,0.709677419354839,0.757575757575758,-0.0478983382209188,0.438902743142145,0.452101661779081
"549","Q","504","Q_504_549",0.443037974683544,"X09","W06","09","06",21,11,24,10,0.65625,0.705882352941177,-0.0496323529411765,0.443037974683544,0.450367647058823
"549","Q","539","Q_539_549",0.526315789473684,"X12a","W06","12","06",24,9,24,10,0.727272727272727,0.705882352941177,0.0213903743315508,0.526315789473684,0.521390374331551
"549","Q","536","Q_536_549",0.545023696682465,"Z14a","W06","14","06",23,8,24,10,0.741935483870968,0.705882352941177,0.0360531309297912,0.545023696682465,0.536053130929791
"549","Q","522","Q_522_549",0.607476635514019,"X14","W06","14","06",26,7,24,10,0.787878787878788,0.705882352941177,0.0819964349376113,0.607476635514019,0.581996434937611
"549","Q","521","Q_521_549",0.607476635514019,"Y03","W06","03","06",26,7,24,10,0.787878787878788,0.705882352941177,0.0819964349376113,0.607476635514019,0.581996434937611
"549","R","522","R_522_549",0.666666666666667,"Z11","Y10","11","10",24,6,22,11,0.8,0.666666666666667,0.133333333333333,0.666666666666667,0.633333333333333
"549","R","526","R_526_549",0.487179487179487,"Z13a","Y10","13","10",19,10,22,11,0.655172413793103,0.666666666666667,-0.0114942528735632,0.487179487179487,0.488505747126437
"549","R","535","R_535_549",0.609756097560975,"W06","Y10","06","10",25,8,22,11,0.757575757575758,0.666666666666667,0.0909090909090909,0.609756097560975,0.590909090909091
"549","R","533","R_533_549",0.72972972972973,"W11","Y10","11","10",27,5,22,11,0.84375,0.666666666666667,0.177083333333333,0.72972972972973,0.677083333333333
"549","R","507","R_507_549",0.545454545454546,"Y15","Y10","15","10",24,10,22,11,0.705882352941177,0.666666666666667,0.0392156862745099,0.545454545454546,0.53921568627451
"549","R","539","R_539_549",0.476190476190476,"W12","Y10","12","10",20,11,22,11,0.645161290322581,0.666666666666667,-0.021505376344086,0.476190476190476,0.478494623655914
"549","R","503","R_503_549",0.675675675675675,"X12","Y10","12","10",25,6,22,11,0.806451612903226,0.666666666666667,0.139784946236559,0.675675675675675,0.639784946236559
"549","R","511","R_511_549",0.641025641025641,"Z06","Y10","06","10",25,7,22,11,0.78125,0.666666666666667,0.114583333333333,0.641025641025641,0.614583333333333
"551","N","527","N_527_551",0.41025641025641,"Y07","X07","07","07",22,11,23,8,0.666666666666667,0.741935483870968,-0.0752688172043011,0.41025641025641,0.424731182795699
"551","N","509","N_509_551",0.543909348441926,"W14","X07","14","07",24,7,23,8,0.774193548387097,0.741935483870968,0.032258064516129,0.543909348441926,0.532258064516129
"551","N","506","N_506_551",0.435967302452316,"Y16a","X07","16","07",20,9,23,8,0.689655172413793,0.741935483870968,-0.0522803114571746,0.435967302452316,0.447719688542825
"551","N","511","N_511_551",0.337028824833703,"Y12","X07","12","07",19,13,23,8,0.59375,0.741935483870968,-0.148185483870968,0.337028824833703,0.351814516129032
"551","N","539","N_539_551",0.433497536945813,"Z07","X07","07","07",22,10,23,8,0.6875,0.741935483870968,-0.0544354838709677,0.433497536945813,0.445564516129032
"551","N","503","N_503_551",0.389380530973451,"X13","X07","13","07",22,12,23,8,0.647058823529412,0.741935483870968,-0.094876660341556,0.389380530973451,0.405123339658444
"551","N","536","N_536_551",0.543909348441926,"Z08","X07","08","07",24,7,23,8,0.774193548387097,0.741935483870968,0.032258064516129,0.543909348441926,0.532258064516129
"551","N","524","N_524_551",0.488888888888889,"W15","X07","15","07",22,8,23,8,0.733333333333333,0.741935483870968,-0.00860215053763447,0.488888888888889,0.491397849462366
"551","N","547","N_547_551",0.258064516129032,"Z16","X07","16","07",16,16,23,8,0.5,0.741935483870968,-0.241935483870968,0.258064516129032,0.258064516129032
"551","N","535","N_535_551",0.634920634920635,"X09","X07","09","07",25,5,23,8,0.833333333333333,0.741935483870968,0.0913978494623656,0.634920634920635,0.591397849462366
