"lowTeam","highTeam","season","id","pred","lowTeamSeed","highTeamSeed","lowSeed","highSeed","lowTeamWins","lowTeamLosses","highTeamWins","highTeamLosses","lowTeamWinRate","highTeamWinRate","lhWinDiff","pred.algo","pred.lhWinDiff","pred.seeds","highTeamName","lowTeamName"
"507","569","S","S_507_569",0.358032013360699,"X16a","X11","16","11",18,14,23,10,0.5625,0.696969696969697,-0.134469696969697,0.358565737051793,0.365530303030303,0.35,"Dayton","Albany NY"
"507","810","S","S_507_810",0.240419561525398,"X16a","X04","16","04",18,14,26,8,0.5625,0.764705882352941,-0.202205882352941,0.283464566929134,0.297794117647059,0.14,"UCLA","Albany NY"
"507","708","S","S_507_708",0.292820247933884,"X16a","W06","16","06",18,14,23,9,0.5625,0.71875,-0.15625,0.334710743801653,0.34375,0.2,"North Carolina","Albany NY"
"507","607","S","S_507_607",0.242180134680135,"X16a","Z08","16","08",18,14,27,6,0.5625,0.818181818181818,-0.255681818181818,0.222222222222222,0.244318181818182,0.26,"Gonzaga","Albany NY"
"507","845","S","S_507_845",0.460564104075777,"X16a","W15","16","15",18,14,20,13,0.5625,0.606060606060606,-0.0435606060606061,0.455252918287938,0.456439393939394,0.47,"WI Milwaukee","Albany NY"
"507","722","S","S_507_722",0.379888591800357,"X16a","Z09","16","09",18,14,21,12,0.5625,0.636363636363636,-0.0738636363636364,0.423529411764706,0.426136363636364,0.29,"Oklahoma St","Albany NY"
"507","779","S","S_507_779",0.32684282584885,"X16a","W10","16","10",18,14,24,9,0.5625,0.727272727272727,-0.164772727272727,0.325301204819277,0.335227272727273,0.32,"St Joseph's PA","Albany NY"
"507","765","S","S_507_765",0.196154697611054,"X16a","X12","16","12",18,14,29,2,0.5625,0.935483870967742,-0.372983870967742,0.0814479638009051,0.127016129032258,0.38,"SF Austin","Albany NY"
"507","804","S","S_507_804",0.5,"X16a","Y16b","16","16",18,14,18,14,0.5625,0.5625,0,0.5,0.5,0.5,"TX Southern","Albany NY"
"507","556","S","S_507_556",0.342266214177979,"X16a","X08","16","08",18,14,23,11,0.5625,0.676470588235294,-0.113970588235294,0.380769230769231,0.386029411764706,0.26,"Colorado","Albany NY"
"507","731","S","S_507_731",0.311204044117647,"X16a","X09","16","09",18,14,25,9,0.5625,0.735294117647059,-0.172794117647059,0.31640625,0.327205882352941,0.29,"Pittsburgh","Albany NY"
"507","562","S","S_507_562",0.213921356421356,"X16a","Z03","16","03",18,14,26,7,0.5625,0.787878787878788,-0.225378787878788,0.257142857142857,0.274621212121212,0.11,"Creighton","Albany NY"
"507","780","S","S_507_780",0.220618749119594,"X16a","Y05","16","05",18,14,25,6,0.5625,0.806451612903226,-0.243951612903226,0.235807860262009,0.256048387096774,0.17,"St Louis","Albany NY"
"507","842","S","S_507_842",0.469828527741372,"X16a","Z16","16","16",18,14,17,11,0.5625,0.607142857142857,-0.0446428571428571,0.454128440366972,0.455357142857143,0.5,"Weber St","Albany NY"
"507","853","S","S_507_853",0.409888591800357,"X16a","Y12b","16","12",18,14,21,12,0.5625,0.636363636363636,-0.0738636363636364,0.423529411764706,0.426136363636364,0.38,"Xavier","Albany NY"
"507","667","S","S_507_667",0.356525797221838,"X16a","Y14","16","14",18,14,23,8,0.5625,0.741935483870968,-0.179435483870968,0.309012875536481,0.320564516129032,0.44,"Mercer","Albany NY"
"507","720","S","S_507_720",0.281204044117647,"X16a","X06","16","06",18,14,25,9,0.5625,0.735294117647059,-0.172794117647059,0.31640625,0.327205882352941,0.2,"Ohio St","Albany NY"
"507","629","S","S_507_629",0.213921356421356,"X16a","W03","16","03",18,14,26,7,0.5625,0.787878787878788,-0.225378787878788,0.257142857142857,0.274621212121212,0.11,"Iowa St","Albany NY"
"507","786","S","S_507_786",0.173685897435897,"X16a","X03","16","03",18,14,27,5,0.5625,0.84375,-0.28125,0.192307692307692,0.21875,0.11,"Syracuse","Albany NY"
"507","580","S","S_507_580",0.389167810569664,"X16a","X15","16","15",18,14,22,9,0.5625,0.709677419354839,-0.147177419354839,0.34468085106383,0.352822580645161,0.47,"E Kentucky","Albany NY"
"507","725","S","S_507_725",0.302820247933884,"X16a","Z07","16","07",18,14,23,9,0.5625,0.71875,-0.15625,0.334710743801653,0.34375,0.23,"Oregon","Albany NY"
"507","793","S","S_507_793",0.318032013360699,"X16a","Y07","16","07",18,14,23,10,0.5625,0.696969696969697,-0.134469696969697,0.358565737051793,0.365530303030303,0.23,"Texas","Albany NY"
"507","698","S","S_507_698",0.415909851425512,"X16a","Z11","16","11",18,14,19,12,0.5625,0.612903225806452,-0.0504032258064516,0.448132780082988,0.449596774193548,0.35,"Nebraska","Albany NY"
"507","670","S","S_507_670",0.225474072710915,"X16a","Y02","16","02",18,14,25,8,0.5625,0.757575757575758,-0.195075757575758,0.291497975708502,0.304924242424242,0.08,"Michigan","Albany NY"
"507","628","S","S_507_628",0.407661290322581,"X16a","Y11a","16","11",18,14,20,12,0.5625,0.625,-0.0625,0.435483870967742,0.4375,0.35,"Iowa","Albany NY"
"507","850","S","S_507_850",0.474021342852803,"X16a","Y15","16","15",18,14,17,12,0.5625,0.586206896551724,-0.0237068965517241,0.475770925110132,0.476293103448276,0.47,"Wofford","Albany NY"
"507","849","S","S_507_849",0.203921356421356,"X16a","Z02","16","02",18,14,26,7,0.5625,0.787878787878788,-0.225378787878788,0.257142857142857,0.274621212121212,0.08,"Wisconsin","Albany NY"
"507","651","S","S_507_651",0.177003478810879,"X16a","Y04","16","04",18,14,29,5,0.5625,0.852941176470588,-0.290441176470588,0.181451612903226,0.209558823529412,0.14,"Louisville","Albany NY"
"507","701","S","S_507_701",0.232180134680135,"X16a","X07","16","07",18,14,27,6,0.5625,0.818181818181818,-0.255681818181818,0.222222222222222,0.244318181818182,0.23,"New Mexico","Albany NY"
"507","694","S","S_507_694",0.2873427360144,"X16a","W14","16","14",18,14,26,5,0.5625,0.838709677419355,-0.276209677419355,0.198237885462555,0.223790322580645,0.44,"NC Central","Albany NY"
"507","754","S","S_507_754",0.163844086021505,"X16a","Z04","16","04",18,14,27,4,0.5625,0.870967741935484,-0.308467741935484,0.16,0.191532258064516,0.14,"San Diego St","Albany NY"
"507","671","S","S_507_671",0.240419561525398,"X16a","W04","16","04",18,14,26,8,0.5625,0.764705882352941,-0.202205882352941,0.283464566929134,0.297794117647059,0.14,"Michigan St","Albany NY"
"507","592","S","S_507_592",0.081901231567007,"X16a","X01","16","01",18,14,32,2,0.5625,0.941176470588235,-0.378676470588235,0.0743801652892562,0.121323529411765,0.05,"Florida","Albany NY"
"509","686","S","S_509_686",0.593333333333333,"Z15","X16b","15","16",20,12,16,16,0.625,0.5,0.125,0.625,0.625,0.53,"Mt St Mary's","American Univ"
"509","553","S","S_509_553",0.527105263157895,"Z15","W16","15","16",20,12,18,12,0.625,0.6,0.025,0.526315789473684,0.525,0.53,"Coastal Car","American Univ"
"509","562","S","S_509_562",0.262285241798516,"Z15","Z03","15","03",20,12,26,7,0.625,0.787878787878788,-0.162878787878788,0.309734513274336,0.337121212121212,0.14,"Creighton","American Univ"
"509","521","S","S_509_521",0.380959595959596,"Z15","Z06","15","06",20,12,22,11,0.625,0.666666666666667,-0.0416666666666666,0.454545454545455,0.458333333333333,0.23,"Baylor","American Univ"
"509","779","S","S_509_779",0.377447552447552,"Z15","W10","15","10",20,12,24,9,0.625,0.727272727272727,-0.102272727272727,0.384615384615385,0.397727272727273,0.35,"St Joseph's PA","American Univ"
"509","637","S","S_509_637",0.44,"Z15","Y09","15","09",20,12,20,12,0.625,0.625,0,0.5,0.5,0.32,"Kansas St","American Univ"
"509","754","S","S_509_754",0.207350686681571,"Z15","Z04","15","04",20,12,27,4,0.625,0.870967741935484,-0.245967741935484,0.198019801980198,0.254032258064516,0.17,"San Diego St","American Univ"
"509","536","S","S_509_536",0.420959595959596,"Z15","Z10","15","10",20,12,22,11,0.625,0.666666666666667,-0.0416666666666666,0.454545454545455,0.458333333333333,0.35,"BYU","American Univ"
"509","512","S","S_509_512",0.428283898305085,"Z15","Y10","15","10",20,12,21,11,0.625,0.65625,-0.03125,0.466101694915254,0.46875,0.35,"Arizona St","American Univ"
"509","810","S","S_509_810",0.289759056164839,"Z15","X04","15","04",20,12,26,8,0.625,0.764705882352941,-0.139705882352941,0.338983050847458,0.360294117647059,0.17,"UCLA","American Univ"
"509","722","S","S_509_722",0.432147080561715,"Z15","Z09","15","09",20,12,21,12,0.625,0.636363636363636,-0.0113636363636364,0.487804878048781,0.488636363636364,0.32,"Oklahoma St","American Univ"
"509","765","S","S_509_765",0.234202970845804,"Z15","X12","15","12",20,12,29,2,0.625,0.935483870967742,-0.310483870967742,0.103092783505155,0.189516129032258,0.41,"SF Austin","American Univ"
"509","689","S","S_509_689",0.353928571428572,"Z15","Z12","15","12",20,12,22,6,0.625,0.785714285714286,-0.160714285714286,0.3125,0.339285714285714,0.41,"N Dakota St","American Univ"
"509","549","S","S_509_549",0.259029484029484,"Z15","W05","15","05",20,12,27,6,0.625,0.818181818181818,-0.193181818181818,0.27027027027027,0.306818181818182,0.2,"Cincinnati","American Univ"
"509","783","S","S_509_783",0.442147080561715,"Z15","X10","15","10",20,12,21,12,0.625,0.636363636363636,-0.0113636363636364,0.487804878048781,0.488636363636364,0.35,"Stanford","American Univ"
"509","580","S","S_509_580",0.440242662016856,"Z15","X15","15","15",20,12,22,9,0.625,0.709677419354839,-0.0846774193548387,0.405405405405405,0.415322580645161,0.5,"E Kentucky","American Univ"
"509","793","S","S_509_793",0.369399456752398,"Z15","Y07","15","07",20,12,23,10,0.625,0.696969696969697,-0.071969696969697,0.420168067226891,0.428030303030303,0.26,"Texas","American Univ"
"509","720","S","S_509_720",0.33156862745098,"Z15","X06","15","06",20,12,25,9,0.625,0.735294117647059,-0.110294117647059,0.375,0.389705882352941,0.23,"Ohio St","American Univ"
"509","599","S","S_509_599",0.350714285714286,"Z15","W09","15","09",20,12,24,8,0.625,0.75,-0.125,0.357142857142857,0.375,0.32,"G Washington","American Univ"
"509","628","S","S_509_628",0.46,"Z15","Y11a","15","11",20,12,20,12,0.625,0.625,0,0.5,0.5,0.38,"Iowa","American Univ"
"509","559","S","S_509_559",0.319759056164839,"Z15","W07","15","07",20,12,26,8,0.625,0.764705882352941,-0.139705882352941,0.338983050847458,0.360294117647059,0.26,"Connecticut","American Univ"
"509","802","S","S_509_802",0.472147080561715,"Z15","X13","15","13",20,12,21,12,0.625,0.636363636363636,-0.0113636363636364,0.487804878048781,0.488636363636364,0.44,"Tulsa","American Univ"
"509","636","S","S_509_636",0.297447552447552,"Z15","X02","15","02",20,12,24,9,0.625,0.727272727272727,-0.102272727272727,0.384615384615385,0.397727272727273,0.11,"Kansas","American Univ"
"509","607","S","S_509_607",0.289029484029484,"Z15","Z08","15","08",20,12,27,6,0.625,0.818181818181818,-0.193181818181818,0.27027027027027,0.306818181818182,0.29,"Gonzaga","American Univ"
"509","671","S","S_509_671",0.289759056164839,"Z15","W04","15","04",20,12,26,8,0.625,0.764705882352941,-0.139705882352941,0.338983050847458,0.360294117647059,0.17,"Michigan St","American Univ"
"509","829","S","S_509_829",0.184102564102564,"Z15","W02","15","02",20,12,28,4,0.625,0.875,-0.25,0.192307692307692,0.25,0.11,"Villanova","American Univ"
"509","708","S","S_509_708",0.343662280701754,"Z15","W06","15","06",20,12,23,9,0.625,0.71875,-0.09375,0.394736842105263,0.40625,0.23,"North Carolina","American Univ"
"509","804","S","S_509_804",0.552338709677419,"Z15","Y16b","15","16",20,12,18,14,0.625,0.5625,0.0625,0.564516129032258,0.5625,0.53,"TX Southern","American Univ"
"509","667","S","S_509_667",0.406678997731084,"Z15","Y14","15","14",20,12,23,8,0.625,0.741935483870968,-0.116935483870968,0.36697247706422,0.383064516129032,0.47,"Mercer","American Univ"
"509","666","S","S_509_666",0.370242662016856,"Z15","W08","15","08",20,12,22,9,0.625,0.709677419354839,-0.0846774193548387,0.405405405405405,0.415322580645161,0.29,"Memphis","American Univ"
"509","701","S","S_509_701",0.279029484029484,"Z15","X07","15","07",20,12,27,6,0.625,0.818181818181818,-0.193181818181818,0.27027027027027,0.306818181818182,0.26,"New Mexico","American Univ"
"509","511","S","S_509_511",0.168155080213904,"Z15","Z01","15","01",20,12,30,4,0.625,0.882352941176471,-0.257352941176471,0.181818181818182,0.242647058823529,0.08,"Arizona","American Univ"
"509","538","S","S_509_538",0.676840277777778,"Z15","Y16a","15","16",20,12,11,19,0.625,0.366666666666667,0.258333333333333,0.7421875,0.758333333333333,0.53,"Cal Poly SLO","American Univ"
"509","651","S","S_509_651",0.221757703081233,"Z15","Y04","15","04",20,12,29,5,0.625,0.852941176470588,-0.227941176470588,0.223214285714286,0.272058823529412,0.17,"Louisville","American Univ"
"509","836","S","S_509_836",0.430242662016856,"Z15","X14","15","14",20,12,22,9,0.625,0.709677419354839,-0.0846774193548387,0.405405405405405,0.415322580645161,0.47,"W Michigan","American Univ"
"509","698","S","S_509_698",0.46830576233802,"Z15","Z11","15","11",20,12,19,12,0.625,0.612903225806452,0.0120967741935484,0.512820512820513,0.512096774193548,0.38,"Nebraska","American Univ"
"509","845","S","S_509_845",0.512979797979798,"Z15","W15","15","15",20,12,20,13,0.625,0.606060606060606,0.0189393939393939,0.52,0.518939393939394,0.5,"WI Milwaukee","American Univ"
"509","842","S","S_509_842",0.522241689128482,"Z15","Z16","15","16",20,12,17,11,0.625,0.607142857142857,0.0178571428571429,0.518867924528302,0.517857142857143,0.53,"Weber St","American Univ"
"509","577","S","S_509_577",0.279759056164839,"Z15","Y03","15","03",20,12,26,8,0.625,0.764705882352941,-0.139705882352941,0.338983050847458,0.360294117647059,0.14,"Duke","American Univ"
"509","731","S","S_509_731",0.36156862745098,"Z15","X09","15","09",20,12,25,9,0.625,0.735294117647059,-0.110294117647059,0.375,0.389705882352941,0.32,"Pittsburgh","American Univ"
"509","612","S","S_509_612",0.294485783424077,"Z15","W12","15","12",20,12,25,4,0.625,0.862068965517241,-0.237068965517241,0.210526315789474,0.262931034482759,0.41,"Harvard","American Univ"
"509","790","S","S_509_790",0.46,"Z15","Y11b","15","11",20,12,20,12,0.625,0.625,0,0.5,0.5,0.38,"Tennessee","American Univ"
"509","849","S","S_509_849",0.252285241798516,"Z15","Z02","15","02",20,12,26,7,0.625,0.787878787878788,-0.162878787878788,0.309734513274336,0.337121212121212,0.11,"Wisconsin","American Univ"
"509","725","S","S_509_725",0.353662280701754,"Z15","Z07","15","07",20,12,23,9,0.625,0.71875,-0.09375,0.394736842105263,0.40625,0.26,"Oregon","American Univ"
"509","670","S","S_509_670",0.275083443126921,"Z15","Y02","15","02",20,12,25,8,0.625,0.757575757575758,-0.132575757575758,0.347826086956522,0.367424242424242,0.11,"Michigan","American Univ"
"509","850","S","S_509_850",0.526444547996272,"Z15","Y15","15","15",20,12,17,12,0.625,0.586206896551724,0.0387931034482759,0.54054054054054,0.538793103448276,0.5,"Wofford","American Univ"
"509","640","S","S_509_640",0.372984570877531,"Z15","Y08","15","08",20,12,24,10,0.625,0.705882352941177,-0.0808823529411765,0.40983606557377,0.419117647058823,0.29,"Kentucky","American Univ"
"509","570","S","S_509_570",0.40156862745098,"Z15","W13","15","13",20,12,25,9,0.625,0.735294117647059,-0.110294117647059,0.375,0.389705882352941,0.44,"Delaware","American Univ"
"509","811","S","S_509_811",0.476033193080879,"Z15","Z14","15","14",20,12,20,11,0.625,0.645161290322581,-0.0201612903225806,0.478260869565218,0.479838709677419,0.47,"ULL","American Univ"
"509","658","S","S_509_658",0.367310606060606,"Z15","Y13","15","13",20,12,25,7,0.625,0.78125,-0.15625,0.318181818181818,0.34375,0.44,"Manhattan","American Univ"
"509","569","S","S_509_569",0.409399456752398,"Z15","X11","15","11",20,12,23,10,0.625,0.696969696969697,-0.071969696969697,0.420168067226891,0.428030303030303,0.38,"Dayton","American Univ"
"509","556","S","S_509_556",0.394025932953827,"Z15","X08","15","08",20,12,23,11,0.625,0.676470588235294,-0.0514705882352942,0.443548387096774,0.448529411764706,0.29,"Colorado","American Univ"
"509","702","S","S_509_702",0.40156862745098,"Z15","Z13","15","13",20,12,25,9,0.625,0.735294117647059,-0.110294117647059,0.375,0.389705882352941,0.44,"New Mexico St","American Univ"
"509","825","S","S_509_825",0.299759056164839,"Z15","X05","15","05",20,12,26,8,0.625,0.764705882352941,-0.139705882352941,0.338983050847458,0.360294117647059,0.2,"VA Commonwealth","American Univ"
"509","629","S","S_509_629",0.262285241798516,"Z15","W03","15","03",20,12,26,7,0.625,0.787878787878788,-0.162878787878788,0.309734513274336,0.337121212121212,0.14,"Iowa St","American Univ"
"509","830","S","S_509_830",0.214876160990712,"Z15","W01","15","01",20,12,28,6,0.625,0.823529411764706,-0.198529411764706,0.263157894736842,0.301470588235294,0.08,"Virginia","American Univ"
"509","846","S","S_509_846",0.0683333333333333,"Z15","Y01","15","01",20,12,33,0,0.625,1,-0.375,0,0.125,0.08,"Wichita St","American Univ"
"509","694","S","S_509_694",0.333002923060862,"Z15","W14","15","14",20,12,26,5,0.625,0.838709677419355,-0.213709677419355,0.242718446601942,0.286290322580645,0.47,"NC Central","American Univ"
"509","853","S","S_509_853",0.462147080561715,"Z15","Y12b","15","12",20,12,21,12,0.625,0.636363636363636,-0.0113636363636364,0.487804878048781,0.488636363636364,0.41,"Xavier","American Univ"
"509","695","S","S_509_695",0.475055147058824,"Z15","Y12a","15","12",20,12,21,13,0.625,0.617647058823529,0.00735294117647056,0.5078125,0.507352941176471,0.41,"NC State","American Univ"
"509","721","S","S_509_721",0.333662280701754,"Z15","Z05","15","05",20,12,23,9,0.625,0.71875,-0.09375,0.394736842105263,0.40625,0.2,"Oklahoma","American Univ"
"509","592","S","S_509_592",0.119387717351091,"Z15","X01","15","01",20,12,32,2,0.625,0.941176470588235,-0.316176470588235,0.0943396226415094,0.183823529411765,0.08,"Florida","American Univ"
"509","663","S","S_509_663",0.320714285714286,"Z15","Y06","15","06",20,12,24,8,0.625,0.75,-0.125,0.357142857142857,0.375,0.23,"Massachusetts","American Univ"
"509","737","S","S_509_737",0.424025932953827,"Z15","W11","15","11",20,12,23,11,0.625,0.676470588235294,-0.0514705882352942,0.443548387096774,0.448529411764706,0.38,"Providence","American Univ"
"509","780","S","S_509_780",0.268087557603687,"Z15","Y05","15","05",20,12,25,6,0.625,0.806451612903226,-0.181451612903226,0.285714285714286,0.318548387096774,0.2,"St Louis","American Univ"
"509","786","S","S_509_786",0.219033018867925,"Z15","X03","15","03",20,12,27,5,0.625,0.84375,-0.21875,0.235849056603774,0.28125,0.14,"Syracuse","American Univ"
"511","553","S","S_511_553",0.855228758169935,"Z01","W16","01","16",30,4,18,12,0.882352941176471,0.6,0.282352941176471,0.833333333333333,0.782352941176471,0.95,"Coastal Car","Arizona"
"511","804","S","S_511_804",0.874503825920612,"Z01","Y16b","01","16",30,4,18,14,0.882352941176471,0.5625,0.319852941176471,0.853658536585366,0.819852941176471,0.95,"TX Southern","Arizona"
"511","607","S","S_511_607",0.633057040998217,"Z01","Z08","01","08",30,4,27,6,0.882352941176471,0.818181818181818,0.0641711229946523,0.625,0.564171122994652,0.71,"Gonzaga","Arizona"
"511","559","S","S_511_559",0.665107159142727,"Z01","W07","01","07",30,4,26,8,0.882352941176471,0.764705882352941,0.117647058823529,0.697674418604651,0.617647058823529,0.68,"Connecticut","Arizona"
"511","825","S","S_511_825",0.645107159142727,"Z01","X05","01","05",30,4,26,8,0.882352941176471,0.764705882352941,0.117647058823529,0.697674418604651,0.617647058823529,0.62,"VA Commonwealth","Arizona"
"511","592","S","S_511_592",0.420108468919483,"Z01","X01","01","01",30,4,32,2,0.882352941176471,0.941176470588235,-0.0588235294117647,0.319148936170213,0.441176470588235,0.5,"Florida","Arizona"
"511","577","S","S_511_577",0.625107159142727,"Z01","Y03","01","03",30,4,26,8,0.882352941176471,0.764705882352941,0.117647058823529,0.697674418604651,0.617647058823529,0.56,"Duke","Arizona"
"511","783","S","S_511_783",0.775600038541215,"Z01","X10","01","10",30,4,21,12,0.882352941176471,0.636363636363636,0.245989304812834,0.810810810810811,0.745989304812834,0.77,"Stanford","Arizona"
"511","708","S","S_511_708",0.68648643158921,"Z01","W06","01","06",30,4,23,9,0.882352941176471,0.71875,0.163602941176471,0.74585635359116,0.663602941176471,0.65,"North Carolina","Arizona"
"511","725","S","S_511_725",0.69648643158921,"Z01","Z07","01","07",30,4,23,9,0.882352941176471,0.71875,0.163602941176471,0.74585635359116,0.663602941176471,0.68,"Oregon","Arizona"
"511","686","S","S_511_686",0.904901960784314,"Z01","X16b","01","16",30,4,16,16,0.882352941176471,0.5,0.382352941176471,0.882352941176471,0.882352941176471,0.95,"Mt St Mary's","Arizona"
"511","830","S","S_511_830",0.558420628525383,"Z01","W01","01","01",30,4,28,6,0.882352941176471,0.823529411764706,0.0588235294117647,0.616438356164384,0.558823529411765,0.5,"Virginia","Arizona"
"511","720","S","S_511_720",0.675596184419714,"Z01","X06","01","06",30,4,25,9,0.882352941176471,0.735294117647059,0.147058823529412,0.72972972972973,0.647058823529412,0.65,"Ohio St","Arizona"
